Date,Signal,Price,Target_Return_Fwd,Model_Capital,BH_Capital,Random_Capital,Correct_Prediction,Model_Type,Features_Used
2022-12-22,1,561.2190551757812,0,126657.029463884,127953.95815012374,108047.28052208955,0,Ensemble (RF + HGB),36
2022-12-23,1,542.8711547851562,1,122516.23891348486,123770.76718917296,108003.74579883323,1,Ensemble (RF + HGB),36
2022-12-26,1,564.7184448242188,1,127446.77866024536,128751.79413323537,112210.41889082393,1,Ensemble (RF + HGB),36
2022-12-27,1,569.2581176757812,0,128471.30103312996,129786.80729735922,112210.41889082393,0,Ensemble (RF + HGB),36
2022-12-28,1,568.4542236328125,1,128289.87663111239,129603.52516575209,112166.11606853857,1,Ensemble (RF + HGB),36
2022-12-29,1,578.6212158203125,1,130584.38359265513,131921.52716670794,114030.53304200775,1,Ensemble (RF + HGB),36
2022-12-30,1,580.418212890625,0,130989.93345555098,132331.2297343776,114030.53304200775,0,Ensemble (RF + HGB),36
2023-01-02,0,578.9995727539062,1,130510.99405677381,132007.78986003666,114030.53304200775,0,Ensemble (RF + HGB),36
2023-01-03,1,579.1886596679688,0,130463.31477837033,132050.90033332788,114030.53304200775,0,Ensemble (RF + HGB),36
2023-01-04,0,572.3792114257812,0,128772.49645066264,130498.3945027242,113985.89440866151,1,Ensemble (RF + HGB),36
2023-01-05,0,572.2845458984375,0,128772.49645066264,130476.81143491442,113825.54343014455,1,Ensemble (RF + HGB),36
2023-01-06,0,568.075927734375,1,128772.49645066264,129517.27638800544,113780.94261738169,0,Ensemble (RF + HGB),36
2023-01-09,0,574.7435913085938,0,128772.49645066264,131037.45632143175,114973.73293121191,1,Ensemble (RF + HGB),36
2023-01-10,0,562.874267578125,1,128772.49645066264,128331.33482061602,114973.73293121191,0,Ensemble (RF + HGB),36
2023-01-11,1,564.3401489257812,0,128725.1379250675,128665.54535548874,114973.73293121191,0,Ensemble (RF + HGB),36
2023-01-12,1,562.6377563476562,1,128336.82474224879,128277.41194004678,114973.73293121191,1,Ensemble (RF + HGB),36
2023-01-13,0,567.5557250976562,1,129301.08107845394,129398.67388191726,114928.9202774861,0,Ensemble (RF + HGB),36
2023-01-16,0,570.2984619140625,0,129301.08107845394,130023.99839395352,115484.31909909194,1,Ensemble (RF + HGB),36
2023-01-17,0,560.7935180664062,0,129301.08107845394,127856.93871184533,113418.50923482425,1,Ensemble (RF + HGB),36
2023-01-18,0,559.3748168945312,0,129301.08107845394,127533.48492192231,113418.50923482425,1,Ensemble (RF + HGB),36
2023-01-19,1,557.861572265625,1,129253.62502899497,127188.47589535367,113373.98351987041,1,Ensemble (RF + HGB),36
2023-01-20,1,560.0841674804688,1,129768.58878124614,127695.21181688382,113684.32798705119,1,Ensemble (RF + HGB),36
2023-01-23,0,567.8867797851562,0,131416.69767353847,129474.15199913213,113684.32798705119,1,Ensemble (RF + HGB),36
2023-01-24,0,562.1175537109375,0,131416.69767353847,128158.80943395858,113684.32798705119,1,Ensemble (RF + HGB),36
2023-01-25,1,537.8585815429688,0,131368.8512928177,122627.93609507477,113639.75322853758,0,Ensemble (RF + HGB),36
2023-01-27,1,510.6677551269531,0,124727.6490241336,116428.62081307241,107894.82526786106,0,Ensemble (RF + HGB),36
2023-01-30,1,509.01263427734375,1,124323.39531837283,116051.26501595326,107545.12828176214,1,Ensemble (RF + HGB),36
2023-01-31,1,523.48291015625,0,127857.67660593508,119350.38513162786,110464.4166420934,0,Ensemble (RF + HGB),36
2023-02-01,1,498.7510070800781,1,121817.05215762468,113711.68690497868,110464.4166420934,1,Ensemble (RF + HGB),36
2023-02-02,1,499.4603271484375,1,121990.29948652664,113873.40684214914,110420.43595722294,1,Ensemble (RF + HGB),36
2023-02-03,0,514.687255859375,1,125555.74249430014,117345.0384288991,113786.79763834117,0,Ensemble (RF + HGB),36
